nome,fase,turma,instituicao_ensino_aluno,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,rec_equipe_1,rec_equipe_2,rec_equipe_3,rec_equipe_4,ponto_virada,ipv,ian,nivel_ideal,defasagem,sexo,corraca,bolsista_encoded,ponto_virada_encoded,pedra_encoded,anos_pm,fase_ideal,na_fase,diff_fase,idade,sexo_encoded,rec_equipe_1_resultado,rec_equipe_2_resultado,rec_equipe_3_resultado,rec_equipe_4_resultado,rec_equipe_1_resultado_encoded,rec_equipe_2_resultado_encoded,rec_equipe_3_resultado_encoded,rec_equipe_4_resultado_encoded,rec_sintese
ALUNO-1014,1,N,Escola Pública,Veterano,Ametista,7.636,9.0,8.3,7.5,6.3,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.7,5.0,Nível 2 (5o e 6o ano),-1.0,F,B,0,0,3,2.0,2.0,0,-1.0,11.0,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1015,3,J,Rede Decisão,Veterano,Topázio,8.475,9.6,8.9,7.5,6.9,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.1,10.0,Nível 3 (7o e 8o ano),0.0,F,R,1,1,4,3.0,3.0,1,0.0,13.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1016,2,H,Escola Pública,Veterano,Quartzo,4.946,9.0,0.8,7.5,1.1,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,M,R,0,0,1,2.0,3.0,0,-1.0,13.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-1017,3,J,Rede Decisão,Veterano,Ametista,7.844,8.8,7.2,7.5,5.8,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.2,10.0,Nível 2 (5o e 6o ano),1.0,F,B,1,1,3,3.0,2.0,0,1.0,12.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1022,1,F,Escola Pública,Veterano,Ametista,7.219,9.0,9.2,7.5,1.9,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.9,10.0,Nível 1 (4o ano),0.0,F,R,0,0,3,1.0,1.0,1,0.0,9.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1023,0,O,Escola Pública,Ingressante,Ametista,7.896,9.0,10.0,7.5,5.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.2,5.0,Nível 1 (4o ano),-1.0,F,P,0,1,3,0.0,1.0,0,-1.0,9.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1026,3,B,Escola Pública,Ingressante,Ametista,7.008,9.6,6.1,7.5,5.6,7.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.2,10.0,Nível 3 (7o e 8o ano),0.0,M,R,0,0,3,0.0,3.0,1,0.0,13.0,0.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1027,6,C,Rede Decisão,Veterano,Ágata,5.672,7.5,3.9,0.0,6.8,7.1,Mantido na Fase atual,Promovido de Fase,Não avaliado,Promovido de Fase,Não,5.4,10.0,Nível 6 (2o EM),0.0,F,R,1,0,2,5.0,6.0,1,0.0,16.0,1.0,Neutro,Positivo,,Positivo,0.0,1.0,,1.0,1.0
ALUNO-1028,2,D,Escola Pública,Veterano,Ametista,6.917,8.4,5.4,7.5,7.1,7.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,R,0,0,3,2.0,3.0,0,-1.0,13.0,1.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-1029,2,P,Escola Pública,Veterano,Topázio,8.782,9.0,7.9,7.5,8.4,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,9.7,10.0,Nível 2 (5o e 6o ano),0.0,F,B,0,1,4,2.0,2.0,1,0.0,11.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1031,1,B,Escola Pública,Veterano,Topázio,8.863,9.5,10.0,7.5,8.1,7.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.0,10.0,Nível 1 (4o ano),0.0,M,B,0,1,4,1.0,1.0,1,0.0,9.0,0.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1032,1,R,Escola Pública,Ingressante,Ametista,7.451,10.0,8.3,7.5,5.1,8.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-2.0,F,R,0,0,3,0.0,3.0,0,-2.0,13.0,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1034,2,M,Escola Pública,Veterano,Ametista,7.679,8.0,9.2,7.5,5.8,8.3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.0,5.0,Nível 3 (7o e 8o ano),-1.0,M,R,0,1,3,2.0,3.0,0,-1.0,12.0,0.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-1035,1,C,Escola Pública,Veterano,Ametista,7.718,9.5,7.9,6.9,6.0,8.8,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.6,5.0,Nível 2 (5o e 6o ano),-1.0,M,R,0,1,3,1.0,2.0,0,-1.0,11.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1038,4,F,Escola Pública,Ingressante,Ágata,6.619,8.3,6.1,0.0,6.5,8.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.3,10.0,Nível 4 (9o ano),0.0,F,R,0,0,2,0.0,4.0,1,0.0,14.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1043,0,M,Escola Pública,Ingressante,Topázio,8.367,9.5,10.0,7.5,6.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,10.0,ALFA  (2o e 3o ano),0.0,M,R,0,0,4,0.0,0.0,1,0.0,8.0,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1044,0,L,Escola Pública,Ingressante,Topázio,8.250,9.0,10.0,7.5,5.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.8,10.0,ALFA  (2o e 3o ano),0.0,M,B,0,0,4,0.0,0.0,1,0.0,8.0,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1049,1,R,Escola Pública,Ingressante,Ametista,7.457,7.9,8.8,7.5,6.0,8.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.1,5.0,Nível 2 (5o e 6o ano),-1.0,M,B,0,0,3,0.0,2.0,0,-1.0,11.0,0.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1050,0,R,Escola Pública,Ingressante,Topázio,8.788,10.0,10.0,7.5,6.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.5,10.0,ALFA  (2o e 3o ano),0.0,F,P,0,1,4,0.0,0.0,1,0.0,8.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1051,3,F,Escola Pública,Veterano,Quartzo,3.599,0.0,1.7,7.5,1.3,6.9,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2.9,10.0,Nível 3 (7o e 8o ano),0.0,F,R,0,0,1,2.0,3.0,1,0.0,13.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1055,3,F,Escola Pública,Ingressante,Ágata,6.421,7.5,4.7,5.0,4.7,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,7.6,10.0,Nível 3 (7o e 8o ano),0.0,F,R,0,0,2,0.0,3.0,1,0.0,13.0,1.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-1057,3,L,Escola Pública,Ingressante,Ametista,7.494,8.3,5.6,7.5,5.8,8.3,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.0,10.0,Nível 3 (7o e 8o ano),0.0,M,R,0,1,3,0.0,3.0,1,0.0,13.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1063,0,S,Escola Pública,Ingressante,Quartzo,4.900,9.5,0.0,7.5,2.3,7.5,Não avaliado,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.5,5.0,Nível 1 (4o ano),-1.0,F,R,0,0,1,0.0,1.0,0,-1.0,9.0,1.0,,Neutro,,,,0.0,,,0.0
ALUNO-1064,0,N,Escola Pública,Ingressante,Ágata,6.817,10.0,10.0,0.0,6.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,5.0,Nível 2 (5o e 6o ano),-2.0,M,R,0,0,2,0.0,2.0,0,-2.0,11.0,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1065,0,R,Escola Pública,Ingressante,Ametista,8.000,9.5,10.0,7.5,7.0,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5.0,Nível 1 (4o ano),-1.0,M,R,0,0,3,0.0,1.0,0,-1.0,9.0,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1066,3,M,Escola Pública,Ingressante,Ágata,6.540,6.7,4.7,7.5,5.8,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.5,10.0,Nível 3 (7o e 8o ano),0.0,F,B,0,0,2,0.0,3.0,1,0.0,13.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1067,1,E,Escola Pública,Veterano,Topázio,8.544,9.5,10.0,7.5,8.1,8.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.2,5.0,Nível 2 (5o e 6o ano),-1.0,F,B,0,1,4,3.0,2.0,0,-1.0,10.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1068,6,A,Escola Pública,Ingressante,Ametista,7.501,9.2,8.6,7.5,6.8,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.2,5.0,Nível 7 (3o EM),-1.0,M,R,0,0,3,0.0,7.0,0,-1.0,17.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1070,1,E,Escola Pública,Veterano,Ametista,7.758,9.5,9.6,7.5,5.4,8.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.7,5.0,Nível 2 (5o e 6o ano),-1.0,M,R,0,0,3,2.0,2.0,0,-1.0,11.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1071,2,A,Escola Pública,Ingressante,Ametista,7.194,9.5,7.1,7.5,5.7,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.6,5.0,Nível 3 (7o e 8o ano),-1.0,F,R,0,0,3,0.0,3.0,0,-1.0,13.0,1.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1072,3,C,Escola Pública,Veterano,Ametista,7.033,9.2,5.3,7.5,4.6,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.2,10.0,Nível 3 (7o e 8o ano),0.0,F,B,0,0,3,1.0,3.0,1,0.0,13.0,1.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-1073,1,B,Escola Pública,Ingressante,Ametista,6.914,8.5,8.3,7.5,5.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.6,5.0,Nível 2 (5o e 6o ano),-1.0,M,B,0,0,3,0.0,2.0,0,-1.0,11.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1075,5,A,Rede Decisão,Veterano,Ametista,7.859,7.5,7.2,7.5,6.3,7.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,9.4,10.0,Nível 5 (1o EM),0.0,F,R,1,1,3,5.0,5.0,1,0.0,15.0,1.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-1078,2,R,Escola Pública,Veterano,Quartzo,4.450,9.0,1.7,8.1,0.0,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.7,5.0,Nível 3 (7o e 8o ano),-1.0,F,R,0,0,1,2.0,3.0,0,-1.0,12.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1083,2,E,Escola Pública,Ingressante,Quartzo,3.498,0.0,2.9,5.0,0.0,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,5.7,5.0,Nível 4 (9o ano),-2.0,F,R,0,0,1,0.0,4.0,0,-2.0,14.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1084,1,F,Escola Pública,Veterano,Ametista,7.954,8.0,9.6,6.9,5.6,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.2,10.0,Nível 1 (4o ano),0.0,M,R,0,0,3,2.0,1.0,1,0.0,9.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1085,4,L,Escola Pública,Ingressante,Ágata,6.234,8.8,7.5,7.5,3.9,7.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,5.5,5.0,Nível 5 (1o EM),-1.0,F,R,0,0,2,2.0,5.0,0,-1.0,15.0,1.0,Positivo,Neutro,Positivo,Positivo,1.0,0.0,1.0,1.0,1.0
ALUNO-1086,0,O,Escola Pública,Ingressante,Ametista,7.746,7.9,10.0,7.5,6.2,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.6,5.0,Nível 2 (5o e 6o ano),-2.0,M,B,0,0,3,0.0,2.0,0,-2.0,11.0,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1087,2,M,Escola Pública,Veterano,Ametista,7.329,8.5,8.8,7.5,5.0,8.1,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,F,R,0,0,3,3.0,3.0,0,-1.0,12.0,1.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-1089,1,G,Escola Pública,Veterano,Ágata,5.653,9.0,2.9,7.5,3.6,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,5.0,Nível 2 (5o e 6o ano),-1.0,M,R,0,0,2,2.0,2.0,0,-1.0,11.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1090,1,M,Escola Pública,Veterano,Ametista,7.179,8.5,8.8,7.5,3.7,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.0,5.0,Nível 2 (5o e 6o ano),-1.0,F,R,0,1,3,3.0,2.0,0,-1.0,11.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1093,6,A,Rede Decisão,Veterano,Ametista,7.225,7.9,7.2,7.5,5.4,8.0,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,6.8,10.0,Nível 3 (7o e 8o ano),3.0,F,R,1,0,3,5.0,3.0,0,3.0,17.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1095,1,C,Escola Pública,Veterano,Topázio,9.294,10.0,9.2,8.1,8.9,9.2,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.7,10.0,ALFA  (2o e 3o ano),1.0,F,B,0,1,4,2.0,0.0,0,1.0,8.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1096,3,B,Rede Decisão,Veterano,Topázio,8.814,10.0,8.9,7.5,7.5,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.7,10.0,Nível 3 (7o e 8o ano),0.0,M,R,1,1,4,0.0,3.0,1,0.0,13.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1098,0,L,Escola Pública,Ingressante,Topázio,8.313,10.0,10.0,7.5,5.3,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.8,10.0,ALFA  (2o e 3o ano),0.0,F,R,0,0,4,0.0,0.0,1,0.0,8.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1099,1,F,Escola Pública,Ingressante,Topázio,8.331,10.0,9.6,6.3,5.9,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.9,10.0,Nível 1 (4o ano),0.0,F,R,0,0,4,0.0,1.0,1,0.0,9.0,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1103,2,G,Escola Pública,Veterano,Quartzo,4.000,0.0,2.9,5.6,3.3,6.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.5,5.0,Nível 4 (9o ano),-2.0,F,R,0,0,1,5.0,4.0,0,-2.0,14.0,1.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1104,1,N,Escola Pública,Ingressante,Ametista,6.889,9.5,7.9,7.5,3.6,7.9,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.9,5.0,Nível 2 (5o e 6o ano),-1.0,M,B,0,0,3,0.0,2.0,0,-1.0,11.0,0.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1105,2,D,Escola Pública,Veterano,Ágata,6.621,9.5,6.3,6.3,5.5,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 3 (7o e 8o ano),-1.0,F,B,0,0,2,5.0,3.0,0,-1.0,12.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1107,2,B,Escola Pública,Ingressante,Ametista,8.217,10.0,9.6,7.5,8.0,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.5,5.0,Nível 3 (7o e 8o ano),-1.0,F,B,0,0,3,0.0,3.0,0,-1.0,13.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1110,2,A,Escola Pública,Veterano,Ágata,6.871,9.0,5.4,7.5,5.1,6.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.3,10.0,Nível 2 (5o e 6o ano),0.0,F,B,0,0,2,2.0,2.0,1,0.0,11.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1112,7,A,Rede Decisão,Veterano,Ametista,7.242,8.3,7.2,6.3,6.5,7.8,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,6.3,10.0,Nível 7 (3o EM),0.0,F,B,1,0,3,3.0,7.0,1,0.0,17.0,1.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-1114,3,M,Escola Pública,Ingressante,Ágata,6.376,7.5,4.4,7.5,6.5,6.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.0,10.0,Nível 3 (7o e 8o ano),0.0,M,B,0,0,2,0.0,3.0,1,0.0,13.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1115,1,E,Escola Pública,Ingressante,Quartzo,3.638,0.0,1.7,6.9,0.4,7.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.7,5.0,Nível 3 (7o e 8o ano),-2.0,M,R,0,0,1,0.0,3.0,0,-2.0,13.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1117,0,N,Escola Pública,Ingressante,Ametista,7.129,9.5,8.3,0.0,6.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.0,10.0,ALFA  (2o e 3o ano),0.0,M,B,0,0,3,0.0,0.0,1,0.0,8.0,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1119,2,A,Escola Pública,Veterano,Ametista,7.383,10.0,5.8,7.5,5.6,7.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.2,10.0,Nível 1 (4o ano),1.0,M,P,0,0,3,2.0,1.0,0,1.0,9.0,0.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1122,4,L,Escola Pública,Ingressante,Ametista,7.906,8.8,5.8,7.5,8.4,7.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Não,8.3,10.0,Nível 4 (9o ano),0.0,F,R,0,0,3,0.0,4.0,1,0.0,14.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1123,4,G,Rede Decisão,Ingressante,Ametista,7.634,7.5,8.6,6.3,7.5,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,8.5,5.0,Nível 6 (2o EM),-2.0,F,B,1,0,3,2.0,6.0,0,-2.0,16.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1124,4,F,Escola Pública,Ingressante,Ametista,7.264,7.9,8.6,5.6,6.0,8.1,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,8.4,5.0,Nível 6 (2o EM),-2.0,F,B,0,0,3,0.0,6.0,0,-2.0,16.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1126,3,G,Escola Pública,Ingressante,Quartzo,5.047,7.1,3.3,7.5,4.0,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.8,5.0,Nível 4 (9o ano),-1.0,F,P,0,0,1,0.0,4.0,0,-1.0,14.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1127,3,A,Rede Decisão,Veterano,Ametista,7.547,9.2,7.8,6.3,5.5,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,7.8,10.0,Nível 3 (7o e 8o ano),0.0,M,R,1,0,3,3.0,3.0,1,0.0,13.0,0.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-1128,4,F,Rede Decisão,Veterano,Ametista,7.961,9.2,8.9,5.0,8.1,8.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,8.9,5.0,Nível 5 (1o EM),-1.0,F,B,1,0,3,3.0,5.0,0,-1.0,15.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1129,2,I,Escola Pública,Veterano,Ametista,7.261,6.8,7.9,6.9,4.6,7.7,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.1,10.0,Nível 2 (5o e 6o ano),0.0,M,B,0,0,3,2.0,2.0,1,0.0,11.0,0.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1130,2,N,Rede Decisão,Veterano,Topázio,9.107,10.0,10.0,7.5,9.5,9.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.9,5.0,Nível 3 (7o e 8o ano),-1.0,M,B,1,1,4,2.0,3.0,0,-1.0,12.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1131,3,M,Escola Pública,Veterano,Ágata,5.774,7.1,5.6,7.5,4.1,6.9,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,6.0,5.0,Nível 4 (9o ano),-1.0,M,B,0,0,2,2.0,4.0,0,-1.0,14.0,0.0,Neutro,Negativo,Neutro,,0.0,-1.0,0.0,,0.0
ALUNO-1132,7,A,Rede Decisão,Veterano,Ametista,7.584,7.1,8.6,7.5,8.0,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,7.4,5.0,Nível 8 (Universitários),-1.0,M,B,1,0,3,2.0,8.0,0,-1.0,18.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1136,4,E,Escola Pública,Veterano,Topázio,8.292,8.8,9.2,7.5,8.2,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Sim,9.1,5.0,Nível 5 (1o EM),-1.0,F,P,0,1,4,2.0,5.0,0,-1.0,15.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1139,3,C,Escola Pública,Veterano,Ágata,6.497,8.8,5.8,7.5,5.0,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 4 (9o ano),-1.0,F,B,0,0,2,2.0,4.0,0,-1.0,13.0,1.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-1140,5,B,Escola Pública,Ingressante,Ágata,6.545,7.5,6.1,7.5,5.5,7.8,Promovido de Fase + Bolsa,Alocado em Fase anterior,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,7.2,5.0,Nível 7 (3o EM),-2.0,F,R,0,0,2,0.0,7.0,0,-2.0,17.0,1.0,Positivo,Negativo,Positivo,Neutro,1.0,-1.0,1.0,0.0,1.0
ALUNO-1141,2,P,Escola Pública,Veterano,Ametista,6.969,7.4,5.0,7.5,6.9,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.9,5.0,Nível 4 (9o ano),-2.0,F,B,0,0,3,2.0,4.0,0,-2.0,14.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1143,0,O,Escola Pública,Ingressante,Ametista,7.154,8.5,10.0,3.8,6.3,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.1,5.0,Nível 1 (4o ano),-1.0,F,R,0,0,3,0.0,1.0,0,-1.0,9.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
