nome,ida,diff_fase,ponto_virada_encoded,anos_pm,bolsista_encoded,ipv,corraca,ponto_virada,ian,pedra,pedra_encoded,iaa,ips,ieg,ipp,idade,sexo_encoded,fase,inde,sexo,na_fase,ano
ALUNO-787,6.75,-2.0,0,0.0,0,5.9583375,B,Não,5.0,Ágata,2,7.91667,7.5,6.765005827505828,7.34375,17.0,0.0,5,6.670710665501166,M,0,2022
ALUNO-788,2.111111111111111,-2.0,0,0.0,0,7.08333,B,Não,5.0,Ágata,2,8.75001,6.25,8.440285204991088,5.208333333333334,17.0,0.0,5,6.047779596553774,M,0,2022
ALUNO-790,7.0,0.0,0,3.0,1,8.250005,B,Não,10.0,Topázio,4,10.00002,7.5,10.0,6.041666666666667,15.0,0.0,5,8.404169666666668,M,1,2022
ALUNO-791,7.5,0.0,0,0.0,0,7.666665,B,Não,10.0,Ametista,3,9.000020000000001,7.5,8.79252555723144,5.625,8.0,1.0,0,8.004340111446288,F,1,2022
ALUNO-792,4.611111111111112,0.0,0,5.0,0,5.9583325,R,Não,10.0,Quartzo,1,0.0,5.0,6.184870621369477,7.03125,13.0,0.0,3,5.553987846496118,M,1,2022
ALUNO-794,6.588888888888889,-3.0,0,5.0,1,8.125,,Não,2.5,Ametista,3,7.91667,5.625,9.791666666666666,7.96875,13.0,,4,7.302153111111111,,0,2022
ALUNO-796,4.555555555555555,-1.0,0,4.0,0,6.499995,R,Não,5.0,Ágata,2,7.5,7.5,6.406606678345809,7.65625,15.0,1.0,4,6.258056446780273,F,0,2022
ALUNO-798,4.688888888888889,-1.0,0,1.0,0,6.4583275,B,Não,5.0,Ágata,2,8.33334,5.625,8.074582027168235,7.5,15.0,0.0,4,6.490193683211425,M,0,2022
ALUNO-799,5.916666666666666,0.0,1,0.0,0,8.444446666666668,R,Sim,10.0,Ametista,3,9.50002,7.5,8.602540834845735,6.041666666666667,11.0,1.0,2,7.896899500302482,F,1,2022
ALUNO-800,9.0,-1.0,0,0.0,0,7.111109999999999,R,Não,5.0,Ametista,3,9.50002,7.5,9.280303030303031,5.833333333333334,11.0,0.0,1,7.861617939393939,M,0,2022
ALUNO-801,6.916666666666666,-1.0,0,0.0,0,7.166665,R,Não,5.0,Ágata,2,8.000020000000001,7.5,7.629094522799372,5.625,9.0,0.0,0,6.954987237893207,M,0,2022
ALUNO-802,7.416666666666666,1.0,0,1.0,1,7.777780000000001,R,Não,10.0,Topázio,4,9.50002,7.5,9.717813051146384,6.041666666666667,8.0,0.0,1,8.286620610229278,M,0,2022
ALUNO-804,6.166666666666666,-1.0,0,0.0,0,7.722223333333334,B,Não,5.0,Ametista,3,9.000020000000001,7.5,9.269841269841269,5.833333333333334,11.0,0.0,1,7.365081587301588,M,0,2022
ALUNO-805,5.5,-1.0,0,1.0,0,6.61111,B,Não,5.0,Ágata,2,8.500020000000001,7.5,7.433862433862434,6.041666666666667,11.0,1.0,1,6.613163153439154,F,0,2022
ALUNO-806,5.866666666666667,0.0,0,0.0,0,7.916665,R,Não,10.0,Ametista,3,9.000020000000001,7.5,7.214285714285714,5.625,8.0,1.0,0,7.412025476190477,F,1,2022
ALUNO-807,9.5,-1.0,1,3.0,0,9.61112,R,Sim,5.0,Topázio,4,9.50002,8.75,10.0,6.666666666666666,10.0,0.0,1,8.813892666666668,M,0,2022
ALUNO-808,6.75,-1.0,0,0.0,0,7.499995,R,Não,5.0,Ágata,2,7.00002,7.5,6.565452091767882,5.3125,9.0,0.0,0,6.644341418353577,M,0,2022
ALUNO-810,2.0,-1.0,0,0.0,0,7.055556666666666,R,Não,5.0,Quartzo,1,9.000020000000001,7.5,7.032340311325819,5.624999999999999,13.0,1.0,2,5.930081395598497,F,0,2022
ALUNO-811,7.25,-1.0,0,4.0,1,7.5,R,Não,5.0,Ágata,2,8.000020000000001,5.0,7.866730970179244,6.458333333333334,13.0,0.0,2,6.969181527369182,M,0,2022
ALUNO-812,8.416666666666668,-2.0,0,1.0,0,8.083335,B,Não,5.0,Ametista,3,7.00002,7.5,9.31450357920946,5.625,11.0,1.0,0,7.675403049175225,F,0,2022
ALUNO-814,3.666666666666667,-1.0,0,3.0,0,6.833329999999999,R,Não,5.0,Ágata,2,7.00002,7.5,8.237762237762238,6.25,13.0,0.0,2,6.322553780885782,M,0,2022
ALUNO-815,5.5,-2.0,0,0.0,0,6.874995,R,Não,5.0,Ágata,2,7.5,7.5,6.779671717171717,7.5,16.0,0.0,4,6.580933343434343,M,0,2022
ALUNO-816,7.5,0.0,0,0.0,0,6.45833,R,Não,10.0,Ametista,3,8.33334,7.5,7.11489898989899,7.65625,13.0,1.0,3,7.563604797979798,F,1,2022
ALUNO-817,7.222222222222221,-3.0,0,3.0,0,8.0000025,R,Não,2.5,Ametista,3,8.75001,7.5,7.73989898989899,8.125,12.0,1.0,3,7.279925742424242,F,0,2022
ALUNO-818,8.25,-1.0,0,1.0,0,8.333335,R,Não,5.0,Ametista,3,9.000020000000001,7.5,9.008097165991904,5.625,9.0,1.0,0,7.830788433198381,F,0,2022
ALUNO-819,4.333333333333333,-1.0,0,0.0,0,7.416665,P,Não,5.0,Ágata,2,8.500020000000001,7.5,9.291101055806935,5.9375,9.0,0.0,0,6.901971877828054,M,0,2022
ALUNO-820,8.433333333333332,-1.0,0,5.0,1,7.8750025,R,Não,5.0,Ametista,3,7.08333,5.625,8.131944444444445,6.458333333333332,16.0,1.0,5,7.304722388888888,F,0,2022
ALUNO-822,8.333333333333332,0.0,0,1.0,0,7.77778,R,Não,10.0,Topázio,4,9.000020000000001,5.625,9.595238095238097,6.25,9.0,1.0,1,8.228772285714285,F,1,2022
ALUNO-823,7.166666666666667,-1.0,0,4.0,1,8.222226666666668,R,Não,5.0,Ametista,3,9.50002,8.75,9.320987654320987,6.458333333333334,12.0,0.0,2,7.912811530864198,M,0,2022
ALUNO-824,4.25,-1.0,0,3.0,0,5.888886666666666,R,Não,5.0,Quartzo,1,8.000020000000001,7.5,6.060606060606061,6.25,12.0,0.0,2,5.914900545454545,M,0,2022
ALUNO-825,5.477777777777778,-2.0,0,4.0,1,4.916665,B,Não,5.0,Quartzo,1,7.91667,4.375,5.579065150087494,7.8125,15.0,0.0,3,5.705118585573055,M,0,2022
ALUNO-828,3.833333333333334,-1.0,0,6.0,1,7.27778,R,Não,5.0,Ágata,2,9.58335,8.125,4.845885093167702,7.96875,17.0,0.0,6,6.259109685300206,M,0,2022
ALUNO-829,5.666666666666667,0.0,0,5.0,0,5.91666,R,Não,10.0,Ametista,3,9.16668,5.625,8.249458874458874,6.71875,14.0,0.0,4,7.117600108225108,M,1,2022
ALUNO-830,7.166666666666667,0.0,0,5.0,1,8.125005,R,Não,10.0,Topázio,4,9.58335,6.25,9.241898148148149,6.458333333333334,15.0,1.0,5,8.135882296296298,F,1,2022
ALUNO-831,3.0,-1.0,0,3.0,0,5.999996666666668,B,Não,5.0,Ágata,2,9.50002,7.5,9.104156712852363,6.25,13.0,0.0,2,6.445832675903806,M,0,2022
ALUNO-832,6.944444444444446,0.0,1,0.0,0,8.5000025,B,Sim,10.0,Topázio,4,10.00002,7.5,9.375,9.0625,13.0,1.0,3,8.62014138888889,F,1,2022
ALUNO-834,4.5,-2.0,0,1.0,0,6.8749975,B,Não,5.0,Ágata,2,7.91667,7.5,7.739245951417004,7.5,15.0,1.0,3,6.614515690283401,F,0,2022
ALUNO-835,3.25,-1.0,0,6.0,0,5.999993333333334,B,Não,5.0,Quartzo,1,9.50002,5.0,6.182121971595657,6.25,13.0,0.0,2,5.661425060985798,M,0,2022
ALUNO-836,6.0,-2.0,0,0.0,0,7.333325,R,Não,5.0,Ágata,2,9.50002,7.5,7.638888888888888,5.0,11.0,1.0,0,6.894444777777777,F,0,2022
ALUNO-839,8.0,-2.0,0,0.0,0,8.166666666666668,B,Não,5.0,Topázio,4,10.00002,7.5,9.855072463768115,6.25,13.0,0.0,1,8.079349826086958,M,0,2022
ALUNO-840,7.25,-2.0,0,3.0,0,7.083325,R,Não,5.0,Ametista,3,9.000020000000001,6.875,8.485838779956426,5.0,10.0,1.0,0,7.151334755991286,F,0,2022
ALUNO-841,7.716666666666667,-1.0,0,0.0,0,7.41666,R,Não,5.0,Ágata,2,7.91668,4.375,8.230158730158731,4.375,9.0,0.0,0,6.83936507936508,M,0,2022
ALUNO-843,4.111111111111112,-1.0,0,1.0,0,7.055553333333332,R,Não,5.0,Quartzo,1,8.33334,5.0,5.226960784313724,6.71875,18.0,0.0,7,5.783934045751634,M,0,2022
ALUNO-844,6.75,-2.0,0,0.0,0,7.555556666666667,B,Não,5.0,Ametista,3,8.500020000000001,7.5,8.61111111111111,6.25,13.0,1.0,1,7.308335555555557,F,0,2022
ALUNO-847,7.949999999999999,0.0,0,0.0,0,6.333335,R,Não,10.0,Ametista,3,9.50002,8.125,8.714285714285715,5.0,8.0,0.0,0,7.862026142857143,M,1,2022
ALUNO-848,3.916666666666667,-1.0,0,3.0,0,5.3749875,R,Não,5.0,Ágata,2,7.5,7.5,7.1875,7.34375,14.0,1.0,3,6.030205833333333,F,0,2022
ALUNO-850,6.711111111111111,0.0,0,6.0,1,7.1666625,R,Não,10.0,Ametista,3,7.91667,5.0,7.776784067859118,7.65625,14.0,1.0,4,7.388203535794046,F,1,2022
ALUNO-851,8.583333333333334,-1.0,0,3.0,0,7.666666666666667,P,Não,5.0,Ametista,3,10.00002,7.5,9.682539682539682,6.041666666666667,11.0,0.0,1,8.040676603174603,M,0,2022
ALUNO-852,7.166666666666666,-1.0,0,0.0,0,7.5,R,Não,5.0,Ametista,3,9.000020000000001,8.75,7.88235294117647,5.625,9.0,1.0,0,7.347305921568628,F,0,2022
ALUNO-853,7.75,-1.0,1,0.0,0,8.83334,R,Sim,5.0,Ametista,3,9.50002,7.5,9.090909090909092,5.9375,11.0,0.0,1,7.928601818181819,M,0,2022
ALUNO-854,5.666666666666666,0.0,0,0.0,0,6.777773333333333,B,Não,10.0,Ametista,3,9.000020000000001,7.5,8.092031425364757,6.458333333333334,11.0,0.0,2,7.403129618406286,M,1,2022
ALUNO-855,4.25,-2.0,0,2.0,0,5.5416575,B,Não,5.0,Ágata,2,8.75001,7.5,7.6875,7.34375,15.0,0.0,3,6.355207500000001,M,0,2022
ALUNO-856,7.166666666666667,-2.0,0,0.0,0,7.91667,P,Não,5.0,Ametista,3,9.16668,7.5,9.27076525054466,6.041666666666667,17.0,1.0,5,7.641655050108932,F,0,2022
ALUNO-857,7.5,-1.0,0,0.0,0,8.0,B,Não,5.0,Ametista,3,9.000020000000001,7.5,9.523809523809524,6.25,11.0,1.0,1,7.779763904761905,F,0,2022
ALUNO-858,4.583333333333333,-1.0,0,3.0,0,8.277776666666668,B,Não,5.0,Ágata,2,10.00002,5.0,8.39898935980926,4.375,12.0,1.0,2,6.689521871961853,F,0,2022
ALUNO-859,8.5,-2.0,0,0.0,0,7.916665,R,Não,5.0,Ametista,3,9.50002,7.5,8.416666666666666,5.625,13.0,0.0,1,7.729168333333334,M,0,2022
ALUNO-861,6.877777777777777,-2.0,0,2.0,0,7.3333325,B,Não,5.0,Ágata,2,9.58335,6.875,6.278011204481793,7.1875,16.0,0.0,4,6.962409296451915,M,0,2022
ALUNO-862,8.25,-2.0,1,3.0,0,8.388893333333334,R,Sim,5.0,Ametista,3,7.50002,7.5,9.16278166278166,6.25,12.0,1.0,1,7.785336999222999,F,0,2022
ALUNO-863,9.416666666666668,0.0,0,0.0,0,7.916665,B,Não,10.0,Topázio,4,10.00002,8.125,9.19047619047619,5.625,8.0,1.0,0,8.679763571428571,F,1,2022
ALUNO-864,8.5,-1.0,0,0.0,0,7.666663333333332,R,Não,5.0,Ametista,3,8.000020000000001,7.5,8.754578754578755,6.458333333333334,13.0,0.0,2,7.680083750915751,M,0,2022
ALUNO-865,4.583333333333334,-1.0,0,1.0,0,6.277776666666666,R,Não,5.0,Ágata,2,7.50002,7.5,7.389473684210527,6.041666666666667,11.0,0.0,1,6.254285403508773,M,0,2022
ALUNO-866,9.583333333333332,-1.0,1,3.0,1,9.33334,P,Sim,5.0,Topázio,4,7.50002,7.5,9.72943722943723,6.875,10.0,1.0,1,8.416724112554114,F,0,2022
ALUNO-868,6.916666666666666,-1.0,0,1.0,0,7.916665,B,Não,5.0,Ametista,3,9.50002,8.125,8.888499025341131,5.625,9.0,1.0,0,7.569368138401559,F,0,2022
ALUNO-869,4.75,-1.0,0,0.0,0,6.777776666666666,R,Não,5.0,Ágata,2,9.000020000000001,7.5,8.351851851851851,6.041666666666667,11.0,1.0,1,6.730094370370371,F,0,2022
ALUNO-870,8.0,-1.0,1,0.0,0,9.555566666666666,R,Sim,5.0,Topázio,4,10.00002,7.5,10.0,6.666666666666666,13.0,1.0,2,8.427782,F,0,2022
ALUNO-872,4.333333333333333,-1.0,0,5.0,0,5.12499,R,Não,5.0,Quartzo,1,7.08333,5.625,5.727513227513228,7.1875,14.0,0.0,3,5.526750312169312,M,0,2022
ALUNO-876,7.166666666666666,-1.0,0,0.0,0,7.16666,P,Não,5.0,Ametista,3,9.50002,7.5,9.217024041585445,5.0,9.0,0.0,0,7.410072141650422,M,0,2022
ALUNO-877,4.75,-1.0,0,3.0,0,5.2083225,B,Não,5.0,Ágata,2,7.91667,7.5,6.607954545454545,7.03125,14.0,1.0,3,6.05804740909091,F,0,2022
ALUNO-879,5.5,-1.0,0,0.0,0,7.166665,P,Não,5.0,Ágata,2,9.50002,5.0,8.833333333333332,3.75,11.0,0.0,1,6.625001666666667,M,0,2022
ALUNO-881,7.833333333333333,-1.0,0,0.0,0,8.166670000000002,B,Não,5.0,Ametista,3,9.50002,7.5,9.848484848484848,6.875,11.0,0.0,1,8.057199636363638,M,0,2022
ALUNO-882,9.166666666666668,-1.0,0,0.0,0,7.333333333333333,B,Não,5.0,Ametista,3,9.50002,7.5,7.570145903479236,5.625,11.0,1.0,1,7.576531180695848,F,0,2022
ALUNO-883,5.5,0.0,0,0.0,0,7.166663333333332,B,Não,10.0,Ametista,3,9.50002,7.5,9.666666666666666,6.25,9.0,1.0,1,7.791668,F,1,2022
ALUNO-884,4.9,-3.0,0,1.0,0,6.16667,B,Não,2.5,Quartzo,1,6.66668,7.5,5.995438453159041,4.583333333333333,18.0,1.0,5,5.537423023965141,F,0,2022
ALUNO-885,8.833333333333332,-1.0,0,1.0,0,8.333336666666668,R,Não,5.0,Ametista,3,9.000020000000001,7.5,9.04876926616057,6.25,11.0,1.0,1,8.018089853232116,F,0,2022
ALUNO-886,7.25,0.0,0,2.0,0,6.888883333333333,B,Não,10.0,Topázio,4,9.50002,7.5,9.666666666666666,6.25,9.0,0.0,1,8.086112,M,1,2022
ALUNO-887,0.0,0.0,0,0.0,0,6.499996666666666,P,Não,10.0,Quartzo,1,9.000020000000001,7.5,7.222222222222222,4.583333333333333,9.0,0.0,1,5.852779111111111,M,1,2022
ALUNO-889,6.555555555555556,0.0,0,3.0,0,7.4999975,B,Não,10.0,Ametista,3,8.33334,7.5,8.513866737550948,7.34375,14.0,1.0,3,7.831592958621301,F,1,2022
ALUNO-891,6.5,0.0,0,0.0,0,7.5,R,Não,10.0,Ametista,3,8.500020000000001,7.5,10.0,6.25,9.0,1.0,1,8.025002,F,1,2022
ALUNO-893,3.5,0.0,0,0.0,0,5.55556,R,Não,10.0,Quartzo,1,0.0,7.5,7.000000000000001,6.458333333333334,11.0,0.0,2,5.606945333333334,M,1,2022
ALUNO-895,5.666666666666666,0.0,0,0.0,0,7.66666,B,Não,10.0,Ametista,3,9.50002,8.125,9.761904761904765,5.625,8.0,0.0,0,7.944048285714286,M,1,2022
ALUNO-896,5.833333333333334,-1.0,0,0.0,0,7.666670000000001,R,Não,5.0,Ametista,3,8.500020000000001,7.5,9.184904601571269,5.624999999999999,13.0,1.0,2,7.199483586980921,F,0,2022
ALUNO-900,6.5,-2.0,0,1.0,0,7.54166,R,Não,5.0,Ametista,3,7.91667,7.5,7.312949493298463,7.65625,15.0,1.0,3,7.078213898659693,F,0,2022
ALUNO-901,3.75,-1.0,0,0.0,0,7.222223333333333,B,Não,5.0,Ágata,2,8.500020000000001,7.5,5.843045843045843,6.041666666666667,11.0,1.0,1,6.067222501942502,F,0,2022
ALUNO-902,7.416666666666666,-2.0,0,3.0,0,7.749995,B,Não,5.0,Ametista,3,9.50002,7.5,8.765931923826662,5.3125,10.0,0.0,0,7.517770718098665,M,0,2022
ALUNO-903,7.5,0.0,0,2.0,1,8.222226666666666,R,Não,10.0,Topázio,4,8.000020000000001,7.5,9.382716049382717,6.041666666666667,10.0,0.0,2,8.175157209876545,M,1,2022
ALUNO-905,9.1,-2.0,1,1.0,0,8.416665,R,Sim,5.0,Ametista,3,9.50002,7.5,6.65204678362573,6.25,11.0,0.0,0,7.658744356725147,M,0,2022
ALUNO-909,4.5,-2.0,0,3.0,0,7.722223333333334,R,Não,5.0,Ágata,2,7.916679999999999,5.625,8.54812337421033,6.458333333333334,14.0,0.0,2,6.654070674842067,M,0,2022
ALUNO-910,2.966666666666666,-1.0,0,6.0,0,6.388886666666666,R,Não,5.0,Quartzo,1,9.16668,5.0,4.16078431372549,7.03125,18.0,1.0,7,5.323060529411764,F,0,2022
ALUNO-911,5.0,-3.0,0,3.0,0,6.1249925,B,Não,2.5,Quartzo,1,4.58334,5.0,7.675756420035596,5.78125,17.0,1.0,4,5.54660878400712,F,0,2022
ALUNO-913,6.488888888888888,0.0,0,0.0,0,7.833335,R,Não,10.0,Ágata,2,0.0,7.5,8.083333333333334,7.96875,13.0,0.0,3,7.027986444444445,M,1,2022
ALUNO-914,6.583333333333334,-2.0,0,1.0,0,7.500003333333334,B,Não,5.0,Ágata,2,9.000020000000001,7.5,6.746201329534664,6.25,14.0,0.0,2,6.940909599240267,M,0,2022
ALUNO-915,4.666666666666667,0.0,0,0.0,0,6.44444,B,Não,10.0,Ágata,2,7.916679999999999,7.5,6.152637485970819,6.041666666666667,11.0,0.0,2,6.598583497194165,M,1,2022
ALUNO-916,8.511111111111111,0.0,1,5.0,1,9.666675,R,Sim,10.0,Topázio,4,8.75001,9.375,10.0,9.0625,15.0,1.0,5,9.354308222222222,F,1,2022
ALUNO-918,7.111111111111112,-1.0,0,0.0,0,7.75,R,Não,5.0,Ametista,3,8.75001,7.5,8.54728317659352,8.125,15.0,1.0,4,7.619179857540927,F,0,2022
ALUNO-919,1.477777777777778,0.0,0,2.0,0,6.388886666666667,R,Não,10.0,Quartzo,1,0.0,6.875,4.027450980392157,7.65625,17.0,1.0,7,4.831948084967321,F,1,2022
ALUNO-920,7.199999999999999,-2.0,0,4.0,1,8.0,B,Não,5.0,Ametista,3,8.33334,5.625,6.612103174603176,7.8125,17.0,0.0,5,7.039504634920634,M,0,2022
ALUNO-921,1.722222222222222,-4.0,0,0.0,0,6.0416575,R,Não,2.5,Quartzo,1,10.00002,6.25,3.914117132867133,7.1875,17.0,0.0,3,4.929351371017871,M,0,2022
ALUNO-922,5.166666666666667,0.0,0,3.0,0,6.7083275,P,Não,10.0,Ametista,3,8.75001,5.0,8.458333333333334,7.5,12.0,1.0,3,7.191666500000001,F,1,2022
ALUNO-923,8.483333333333334,-2.0,0,2.0,0,8.083335,R,Não,5.0,Ametista,3,10.00002,6.875,8.076998050682262,5.625,10.0,1.0,0,7.67873527680312,F,0,2022
ALUNO-924,7.25,-1.0,0,0.0,0,7.722223333333334,B,Não,5.0,Ametista,3,8.500020000000001,7.5,8.777777777777779,5.625,11.0,0.0,1,7.412502222222223,M,0,2022
ALUNO-925,7.083333333333334,0.0,0,0.0,0,7.41666,R,Não,10.0,Ametista,3,10.00002,6.25,8.655270655270654,5.625,8.0,0.0,0,7.818554797720798,M,1,2022
ALUNO-926,3.555555555555556,-1.0,0,4.0,0,6.7083275,P,Não,5.0,Quartzo,1,0.0,5.625,6.416701505016722,7.5,14.0,0.0,3,5.148616912114456,M,0,2022
ALUNO-927,6.25,-1.0,0,2.0,0,7.5,R,Não,5.0,Ágata,2,7.416679999999999,5.625,7.466161616161616,6.041666666666667,11.0,0.0,1,6.65156698989899,M,0,2022
ALUNO-930,8.466666666666667,-1.0,1,3.0,1,10.00001,B,Sim,5.0,Topázio,4,10.00002,9.375,9.641304347826086,9.0625,17.0,0.0,6,8.96534820289855,M,0,2022
ALUNO-931,3.333333333333333,-1.0,0,3.0,0,8.166665,B,Não,5.0,Ágata,2,9.50002,6.875,6.948621553884712,5.625,11.0,0.0,1,6.38972597744361,M,0,2022
ALUNO-932,5.444444444444444,-1.0,0,5.0,0,6.916665,B,Não,5.0,Quartzo,1,0.0,4.375,5.207123159068239,7.5,14.0,0.0,3,5.201146520702537,M,0,2022
ALUNO-933,2.066666666666666,-2.0,0,0.0,0,7.041665,B,Não,5.0,Quartzo,1,7.91667,7.5,6.255835667600373,5.625,17.0,0.0,5,5.677000466853408,M,0,2022
ALUNO-934,8.0,-1.0,0,0.0,0,7.0,B,Não,5.0,Ametista,3,7.91667,7.5,9.523809523809524,7.1875,18.0,1.0,7,7.665178904761905,F,0,2022
ALUNO-936,6.25,-2.0,0,0.0,0,7.41666,R,Não,5.0,Ágata,2,10.00002,7.5,7.170329670329671,5.625,11.0,0.0,0,6.979899934065935,M,0,2022
ALUNO-937,4.777777777777778,0.0,0,4.0,0,6.124995,B,Não,10.0,Ágata,2,10.00002,5.625,7.32051282051282,7.1875,12.0,1.0,3,6.925909119658121,F,1,2022
ALUNO-939,5.266666666666667,-1.0,0,1.0,0,8.25,R,Não,5.0,Ágata,2,7.50001,5.625,7.24391126115264,7.8125,15.0,0.0,4,6.745866585563862,M,0,2022
ALUNO-941,5.666666666666667,-1.0,0,0.0,0,6.7499975,B,Não,5.0,Ágata,2,7.91667,7.5,5.109848484848484,7.8125,14.0,1.0,3,6.328219530303031,F,0,2022
ALUNO-944,0.9444444444444444,-3.0,0,5.0,0,4.6249975,B,Não,2.5,Quartzo,1,8.75001,7.5,2.917572463768116,6.09375,16.0,0.0,3,4.181778881642512,M,0,2022
ALUNO-945,8.422222222222222,-2.0,1,1.0,1,8.66667,R,Sim,5.0,Topázio,4,8.75001,8.75,10.0,8.4375,16.0,1.0,4,8.511529444444445,F,0,2022
ALUNO-946,7.444444444444445,-1.0,0,1.0,0,7.2083325,B,Não,5.0,Ametista,3,7.08333,7.5,8.784722222222221,7.65625,14.0,1.0,3,7.411457833333333,F,0,2022
ALUNO-947,4.5,-1.0,0,1.0,0,5.833325,B,Não,5.0,Quartzo,1,8.500020000000001,7.5,5.572808833678399,5.625,11.0,0.0,1,5.84372876673568,M,0,2022
ALUNO-948,4.388888888888889,-1.0,0,4.0,0,7.416665,B,Não,5.0,Ágata,2,7.08333,7.5,5.78487460815047,8.125,15.0,1.0,4,6.288918699407872,F,0,2022
ALUNO-949,8.5,-1.0,0,0.0,0,7.777776666666667,B,Não,5.0,Ametista,3,8.000020000000001,7.5,9.62962962962963,6.041666666666667,13.0,1.0,2,7.835649925925926,F,0,2022
ALUNO-952,5.5,0.0,0,0.0,0,8.111113333333336,B,Não,10.0,Ametista,3,9.000020000000001,7.5,9.666666666666666,6.666666666666666,11.0,0.0,2,7.972224666666668,M,1,2022
ALUNO-954,7.25,-1.0,0,0.0,0,7.499995,B,Não,5.0,Ametista,3,8.500020000000001,5.0,8.67283950617284,5.625,9.0,1.0,0,7.097068901234568,F,0,2022
ALUNO-955,7.0,0.0,0,0.0,0,7.277773333333332,R,Não,10.0,Topázio,4,9.000020000000001,7.5,10.0,6.041666666666667,9.0,0.0,1,8.109723333333333,M,1,2022
ALUNO-957,6.916666666666666,-1.0,1,3.0,1,8.388893333333334,R,Sim,5.0,Ametista,3,7.50002,5.625,9.19753086419753,6.458333333333334,12.0,1.0,2,7.35895350617284,F,0,2022
ALUNO-958,5.800000000000001,-2.0,0,4.0,1,6.7499975,R,Não,5.0,Ágata,2,7.08333,5.0,8.801282051282051,7.03125,17.0,0.0,5,6.68171391025641,M,0,2022
ALUNO-959,9.0,-2.0,0,1.0,0,7.5,P,Não,5.0,Topázio,4,9.50002,7.5,9.841269841269842,6.25,13.0,0.0,1,8.093255968253969,M,0,2022
ALUNO-960,4.833333333333333,-1.0,0,0.0,0,7.499995,B,Não,5.0,Ágata,2,10.00002,5.625,7.899610136452241,5.625,9.0,1.0,0,6.671589693957115,F,0,2022
ALUNO-961,4.5,0.0,0,3.0,1,8.0,R,Não,10.0,Ametista,3,9.50002,5.625,9.012345679012345,6.458333333333334,11.0,1.0,2,7.460804469135802,F,1,2022
ALUNO-963,7.083333333333334,-2.0,0,1.0,0,7.555556666666667,R,Não,5.0,Ametista,3,6.91668,6.875,9.325971934667589,6.041666666666667,13.0,1.0,1,7.276307053600185,F,0,2022
ALUNO-964,5.777777777777778,0.0,0,1.0,0,7.8749975,B,Não,10.0,Ametista,3,8.33334,7.5,8.203282828282827,7.65625,13.0,1.0,3,7.720170621212121,F,1,2022
ALUNO-967,9.233333333333334,-2.0,0,1.0,0,7.249995,B,Não,5.0,Ágata,2,9.000020000000001,7.5,5.394786373047244,4.6875,11.0,0.0,0,6.994374941276115,M,0,2022
ALUNO-969,8.833333333333332,0.0,1,1.0,0,9.111116666666666,R,Sim,10.0,Topázio,4,8.500020000000001,7.5,9.307081807081806,6.666666666666666,11.0,1.0,2,8.716975028083027,F,1,2022
ALUNO-971,6.166666666666666,0.0,0,0.0,0,7.499995,R,Não,10.0,Ametista,3,9.50002,7.5,7.279952016794122,5.9375,8.0,1.0,0,7.483074736692157,F,1,2022
ALUNO-974,5.683333333333334,-1.0,0,0.0,0,7.249995,B,Não,5.0,Ágata,2,10.00002,7.5,7.884305710392666,5.625,9.0,1.0,0,6.9760288087452,F,0,2022
ALUNO-975,8.833333333333334,-1.0,1,0.0,0,8.833335,B,Sim,5.0,Topázio,4,10.00002,7.5,9.165042235217674,5.625,9.0,1.0,0,8.178844113710202,F,0,2022
ALUNO-976,6.0,0.0,0,0.0,0,7.33333,R,Não,10.0,Ágata,2,10.00002,6.875,4.411764705882353,5.625,8.0,0.0,0,6.799020941176471,M,1,2022
ALUNO-978,6.5,-2.0,0,0.0,0,7.999995,B,Não,5.0,Ametista,3,8.500020000000001,6.875,8.518518518518517,5.625,11.0,1.0,0,7.203704703703704,F,0,2022
ALUNO-979,2.833333333333333,-1.0,0,0.0,0,3.74999,R,Não,5.0,Quartzo,1,6.91668,7.5,3.346365914786967,4.375,11.0,1.0,1,4.36510584962406,F,0,2022
ALUNO-980,7.35,0.0,0,0.0,0,7.08333,R,Não,10.0,Ametista,3,10.00002,8.125,6.569200779727096,5.625,8.0,0.0,0,7.57550815594542,M,1,2022
ALUNO-981,4.75,-2.0,0,0.0,0,7.666665,B,Não,5.0,Ágata,2,10.00002,6.25,8.387314439946017,5.625,11.0,1.0,0,6.848297887989204,F,0,2022
ALUNO-982,4.75,0.0,0,0.0,0,6.888883333333332,R,Não,10.0,Ágata,2,9.000020000000001,7.5,6.851851851851851,6.25,11.0,0.0,2,6.973149037037037,M,1,2022
ALUNO-983,5.955555555555556,0.0,0,4.0,1,7.41667,B,Não,10.0,Ametista,3,8.75001,5.625,9.16005291005291,7.96875,12.0,1.0,3,7.740831693121693,F,1,2022
ALUNO-984,4.0,-2.0,0,5.0,0,5.75,R,Não,5.0,Quartzo,1,7.916679999999999,6.875,5.952380952380953,4.6875,12.0,0.0,1,5.588394190476191,M,0,2022
ALUNO-985,1.75,-1.0,0,0.0,0,6.111103333333335,B,Não,5.0,Ágata,2,9.50002,7.5,8.960667600373483,5.625,11.0,0.0,1,6.126856186741364,M,0,2022
ALUNO-988,7.75,-1.0,0,0.0,0,6.888886666666665,B,Não,5.0,Ametista,3,8.000020000000001,7.5,9.363636363636363,5.416666666666667,11.0,0.0,1,7.392173272727273,M,0,2022
